welfare_id,welfare_service_name,welfare_dept_name,welfare_target_detail,welfare_crit,welfare_service_content,welfare_howto,welfare_contact,welfare_phone,welfare_site_name,welfare_site_link,welfare_purpose,welfare_family,welfare_target,welfare_life
WLF00001067,장애아보육료지원,보건복지부 보육사업기획과,"장애인복지카드(등록증)를 소유한 미취학 만 12세 이하의 장애아동을 지원합니다.
단, 다음의 아동에 대해서는 예외적으로 지원할 수 있습니다.

장애인 등에 대한 특수교육법 제15조에 따라 특수교육 대상자로 선정된 만 3~5세 아동이 특수교육대상자 진단/평가 결과 통지서를 제출한 경우
취학연령이 되었음에도 부득이하게 질병 등의 사유로 일반 초등학교 및 특수학교에 취학하지 못한 장애아동(장애인 복지카드를 소지하거나 특수교육 대상자 진단/평가 결과 통지서를 제출한 경우임. 단, 담당자는 취학유예 여부 확인하여야 하며 특수교육 대상자 진단/평가 결과 통지서 제출자의 경우 만8세까지 지원 가능)
장애인복지카드 또는 특수교육 대상자 진단,평가 결과 통지서를 미소지한 만 5세이하 영유아도 장애소견이 있는 의사진단서를 제출할 경우
장애아가 부득이하게 휴학한 경우에도 보육료 지원 가능(단, 장애인복지카드 소지자는 만 6세 이상 만 12세까지 지원, 특수교육 대상자 진단/평가 결과 통지서를 제출한 경우 만 6세 이상 만 8세까지 지원 가능)
장애아동이 정부지원을 받는 특수학교(유치부 또는 초등학교 과정)를 이용할 경우 장애아무상보육료 지원 불가하며, 초등학교 과정 아동은 방과후 보육료 지원 가능
※ 특수교육대상자의 경우 만 8세까지 장애아방과후보육료 지원 가능","


보호자의 소득수준에 상관없이 지원하나, 장애인복지카드(등록증), 장애소견이 있는 의사의 진단서 또는 특수교육대상자 진단/평가 결과 통지서 제출해야 합니다.
진단서 제출로 장애아 보육료를 지원하는 경우 제출된 의사의 진단서(장애인등록용 장애진단서와는 다름)는 장애아등급이 반드시 명기될 필요는 없으나 진단서 상의 장애 소견이 장애인 복지법시행령 에 있는 장애인의 종류 및 기준에 한정되며 진단기관은 장애인복지사업안내(장애인 등록)의 장애진단기관(의료기관) 및 전문의 등의 기준으로 한정합니다.




","장애아반 편성아동은 502,000원을 지원합니다.
만 3~5세 누리반(장애아)아동은 502,000원을 지원합니다.
일반아동반 편성 장애아동은 시도지사가 고시한 연령별 보육료 수납한도액을 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부 콜센터,129,보건복지부 콜센터,http://www.129.go.kr,9,12,5,"영유아, 아동"
WLF00001081,취학전 아동 실명예방,보건복지부 출산정책과,"이동 정밀검진 대상자는 다음과 같습니다.

영유아 건강검진 시각이상 의심 판정자
전년도 및 당해 연도 영유아 건강검진 미실시자
안과가 없는 지역 외 보건소 요청으로 안과검진을 필요로 하는 지역 등
다문화가정 어린이
드림스타트(전국 229개) 등 취약 어린이
조손가정 어린이
보호자 희망 및 보건소에 의해 의뢰된 어린이 등





저소득 가정 눈 수술비 지원 대상자는 다음과 같습니다.

눈 수술이 필요하다는 진단을 받은 만 10세 미만의 어린이 중,
- 국민기초생활보장법 에 따른 수급자 또는 차상위계층
- 2021년도 기준 중위소득 80%이하 대상





약시 추후관리 대상자는 다음과 같습니다.

2013년 1월 1일 이후 출생한 어린이 중 눈 질환으로 인해 가림치료가 필요하다는 의사의 진단을 받은 어린이





저시력 어린이 시각재활 대상자는 다음과 같습니다.

초등학생 어린이 중,
- 좋은 눈의 최대교정시력이 0.05이상, 0.3 이하인 어린이
- 시야각이 10도 이내인 어린이","


저소득 가정 눈 수술비 지원은 다음 기준에 따라선정합니다.


가구별 선정 기준을 나타내주는 표












2인 가구
3인 가구
4인 가구
5인 가구
6인 가구




소득기준
2,394,000원
3,096,000원
3,799,000원
4,502,000원
5,205,000원


직장가입자
79,924원
104,090원
126,909원
151,927원
174,636원


지역가입자
45,003원
95,023원
118,159원
150,605원
178,276원


혼합
80,076원
105,268원
128,407원
153,994원
177,425원




* 노인장기요양보험료 제외 금액임











",안과 사전검사 및 수술비 본인부담금을 지원합니다.,"거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국실명예방재단,02)718-1102,한국실명예방재단,http://www.kfpb.org,9,12,5,"아동, 영유아, 청소년"
WLF00001107,지역아동센터 지원,보건복지부 인구정책총괄과,"18세 미만의 방과후 돌봄이 필요한 아동을 대상으로 지원합니다.

돌봄취약 아동 : 소득기준(기준 중위소득 100% 이하), 가구특성기준(기초생활수급 및 차상위계층 등), 연령기준(18세 미만)을 모두 만족하는 아동
일반아동 : 연령기준을 만족하는 아동
※ 3명 이상 다자녀 가족의 아동 및 맞벌이 가정의 아동 포함","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","지역아동센터를 통한 돌봄서비스를 제공합니다.

아동보호(안전한 보호, 급식 등), 교육 기능(일상생활 지도, 학습능력 제고 등), 정서적 지원(상담가족지원), 문화서비스(체험활동, 공연) 등으로 지역사회 내 아동돌봄에 대한 사전 예방적 기능 및 사후 연계 제공","거주지 읍/면/동 주민센터, 시군구에서 ‘서비스 신청’",보건복지부 콜센터,129,보건복지부 콜센터,http://www.129.go.kr,9,12,5,"아동, 청소년"
WLF00001108,주택담보노후연금보증,금융위원회,"지원대상 및 선정기준


합산공시가격 9억원 이하의 주택을소유한 분으로 만 55세 이상이면 지원합니다. 부부인 경우 연장자 기준입니다.
부부기준으로 보유주택의 합산가격이 9억원 이하이면 거주하는 주택으로 주택연금을 가입하고, 9억원을 초과하면 2주택을 보유한 경우에 한하여 3년 이내에 담보주택 이외의 주택을 처분한다는 조건으로 가입할 수 있습니다.
대상주택은 주택법상 주택 및 노인복지주택, 주택면적 1/2 이상인 복합용도주택, 주거 목적의 오피스텔입니다.","



합산공시가격 9억원 이하의 주택을소유한 분으로 만 55세 이상이면 지원합니다. 부부인 경우 연장자 기준입니다.
부부기준으로 보유주택의 합산가격이 9억원 이하이면 거주하는 주택으로 주택연금을 가입하고, 9억원을 초과하면 2주택을 보유한 경우에 한하여 3년 이내에 담보주택 이외의 주택을 처분한다는 조건으로 가입할 수 있습니다.
대상주택은 주택법상 주택 및 노인복지주택, 주택면적 1/2 이상인 복합용도주택, 주거 목적의 오피스텔입니다.




","주택연금을 매달 지급(월 지급금은 주택가격 및 연령에 따라 산정)하고, 종신거주를 보장합니다.
주택연금을 일시 인출금(주택가격 및 연령에 따라 산정)으로 지급하여 선순위 채권(대출금, 임차보증금 등)에 상환할 수 있도록 지원합니다.
다음과 같은 세제혜택을 드립니다.

근저당설정시 등록세 75% 감면(2021.12.31까지, 주택보유수 및 주택가격에 따라 차등감면 적용)농특세 면제, 국민주택채권 매입 면제
재산세 25% 감면(2021.12.31.까지, 1가구 1주택인 경우로 한정, 공시가 5억원 한도)
연금소득자의 경우에는 주택연금 대출이자비용 소득공제(연간 200만원 한도)","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국주택금융공사,,한국주택금융공사,http://www.hf.go.kr/,9,12,5,"중장년, 노년"
WLF00001111,어르신 문화프로그램운영,문화체육관광부 지역문화정책과,50세 이상의 어르신이면 지원 가능합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","전국의 문화시설에서 50세 이상 어르신을 대상으로 맞춤형 문화프로그램을 운영합니다.

어르신 문화활동지원, 어르신 사회활동 지원","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국문화원연합회 지역문화진흥팀,02-704-4311,한국문화원연합회 지역문화진흥팀,www.seniorculture.or.kr,9,12,5,"노년, 중장년"
WLF00001114,이주배경 청소년 지원,여성가족부 학교밖청소년지원과,"다문화가족의 청소년, 탈북 청소년, 중도입국 청소년(부모의 국제결혼이나 재혼 등으로 입국한 청소년 등)에게 지원합니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","운영 중인 프로그램은 무료로 제공되며 다음과 같습니다.
* 단, 상시 운영 프로그램 참가자의 경우 식비 등 수익자가 부담할 수 있음

이주배경청소년 초기적응 지원 : 레인보우스쿨 운영(전국 23개소, 전일제시간제 등)
이주배경청소년 진로 지원 : 무지개 Job아라, 내-일을 잡아라
탈북청소년 적응 및 자립 지원 : 비교문화체험학습(연 4회, 1박 2일), 동기야 놀자(격월, 총 6회)
다문화 사회에 대한 인식 개선 프로그램 운영 : 다문화 감수성 증진 프로그램(다가감, 350차시)","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",레인보우스쿨,02-722-2585,레인보우스쿨,www.rainbowyouth.or.kr,9,12,5,"아동, 청소년, 청년"
WLF00001119,차상위본인부담경감대상자지원,보건복지부 보험정책과,"희귀난치성중증 질환자, 만성 질환자, 18세 미만인 자 중 소득인정액 기준과 부양의무자 기준(부양 요건)을 모두 갖춘 사람에게 지원합니다.

희귀난치성중증 질환자 : 보건복지부 장관이 고시하는 희귀난치성 질환 또는 중증 질환을 가진 자
만성 질환자 : 희귀난치성 질환 또는 중증 질환 외의 질환으로 6개월 이상 치료받고 있거나, 6개월 이상 치료를 필요로 하는 자.
18세 미만인 자 : 18세가 되는 날이 속하는 해까지 지원
* 다만, 18세 이상 20세 미만의 중고등학교 재학생은 20세가 되는 날이 속하는 달까지 인정하고, 20세가 되기 전에 중고등학교를 졸업하는 경우에는 졸업하는 달까지 인정","


소득인정액의 기준은 다음과 같습니다.

소득인정액이 기준 중위소득의 50% 이하
* 배우자와 미혼자녀 중 30세 미만인 자는 기준세대에 포함됨


부양의무자(부양 요건) 기준은 다음과 같습니다.
* 부양의무자: 희귀난치성질환자 등의 1촌의 직계혈족 및 그 배우자

서비스를 적용받고자 하는 자가 부양의무자가 없거나 있어도 부양능력이 없어 부양을 받을 수 없는 경우
배우자는 기준세대에 포함시켜 소득인정액을 계산하므로 부양능력 판정에서 제외






","요양기관에서 진료를 받으신 후 의료급여 당시와 유사한 수준의 본인 부담금만 부담하고 일반가입자 본인 부담금과의 차액은 국고에서 지원합니다.
대상자 중 지역 가입자에 대해서는 보험료 전액을 국고에서 지원합니다.
요양급여 비용 중 본인 부담금은 다음과 같습니다.

희귀난치성 중증 질환자의 요양급여 비용 면제(입원, 외래), 기본 식대의 20%
만성 질환자, 18세 미만인 자의 입원은 요양급여 비용의 14%, 기본 식대의 20%
만성 질환자, 18세 미만인 자의 외래진료는 요양급여 비용의 14%(정액 1,000원과 1,500원으로 지원)","거주지 읍/면/동 주민센터, 국민건강보험공단에서 ‘서비스 신청’",국민건강보험공단,,국민건강보험공단,http://www.nhis.or.kr/,9,12,5,"노년, 중장년, 영유아, 아동, 청년, 구분없음(전생애), 청소년"
WLF00001123,지역공동체일자리사업,,"만 18세 이상으로 일할 수 있는 능력이 있는 자를 지원합니다.
2인이상 가구소득이 기준중위소득 65% 이하(1인가구는 기준중위소득 120%이하)이면서 재산(토지,건축물,주택,자동차 등 재산액 합계)이 3억원 미만인 가구의 구성원을 지원합니다.","


가구소득은 지자체 선발기준 점수표에 따라 일모아시스템을 통해 선발합니다.
소득 및 재산 등 신청자에 대한 자격 요건 심사와 선발 배제 대상자(중복 또는 반복참여자, 고소득자 및 고액자산가 등) 여부를 판단합니다.
※ 단, 참여자 모집을 위한 최초 공고 이후 참여자 부족으로 재공고를 하는 경우 선발 총점의 20%이상 감점하여 선발 가능(대상 : 반복참여자, 고소득자 및 고액자산가 각각 감점)




","다음과 같은 내용으로 임금을 지급하고, 4대보험에 가입됩니다.

1일(8시간 기준) 임금은 시급 8,720원
65세 미만은 1일 8시간이내, 주 40시간 이내에서 자치단체 자율적으로 운영
65세 이상은 1일 5시간이내, 주 25시간 이내에서 자치단체 자율적으로 운영
간식비는 1일 기준 5,000원 이내 별도 지급","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",행정안전부,02-2100-3399,행정안전부,http://www.moi.go.kr/,9,12,5,"청년, 노년, 중장년"
WLF00001138,"자활근로(기초, 차상위)",보건복지부 자립지원과,국민기초생활보장법에 따른 수급자 및 차상위 계층을 지원합니다.,"


자활사업 참여를 의무조건으로 생계급여를 지급 받는 조건부 수급자를 지원합니다.
※ 조건부과 여부에 대한 판단은 생계급여 수급(권)자만을 대상으로 함
생계의료급여 수급자이면서 자활근로, 자활기업 등 자활사업 및 취업성공패키지(고용노동부)에 참가하여 발생한 소득으로 인해 소득인정액이 기준 중위소득의 40%를 초과한 자활급여 특례자를 지원합니다.
자활사업 참여를 희망하는 일반 수급자를 지원합니다. 일반수급자는 다음의 경우로 구분됩니다.

근로능력이 없는 생계급여 수급권자 및 조건부과 제외자
의료주거교육급여 수급(권)자
기타 수급 유형(의료주거교육급여)은 별도의 차상위 책정 절차 없이 수급권 자격을 받는 동시에 바로 자활사업에 참여 가능
만 65세 이상 등 근로능력이 없는 사람도 희망하는 경우 참여 가능
단, 정실질환알코올 질환자 등은 시/군/구청장의 판단하에 참여 제한 가능


의료급여특례, 이행급여특례를 지원 받는 가구의 근로 능력이 있는 가구원 중 자활사업 참여를 희망하는 사람을 지원합니다.
근로능력이 있고 소득인정액이 기준 중위소득 50% 이하인 비수급권자(차상위계층)를 지원합니다.

만 65세 이상 등 근로능력이 없는 차상위자가 자활사업 참여를 원하는 경우 시/군/구의 자활사업 및 지원예산과 자원의 여건을 감안하여 시/군/구청장의 결정에 따라 참여 가능


근로능력이 있는 시설 수급자를 지원합니다.

시설 수급자 중 생계의료급여 수급자: 행복e음 보장결정 필수(조건부 수급자 전환 불필요)
일반시설 생활자(주거교육급여 수급자 및 기타): 차상위자 참여절차를 따름






","시장진입형(기술자격자)에 참여하면 1일 8시간, 주 5일 근무, 급여 56,110원(60,110원)의 일자리를 지원합니다.
사회서비스형(기술자격자)에 참여하면 1일 8시간, 주 5일 근무, 급여 49,120원(53,120원)의 일자리를 지원합니다.
근로유지형은 1일 5시간, 주 5일 근무, 급여 28,810원의 일자리를 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부,,보건복지부,http://www.mohw.go.kr,9,12,5,"청년, 중장년, 노년"
WLF00001140,방과후보육료지원,보건복지부 보육기반과,차상위 이하(법정 저소득층 포함) 및 장애아동에 해당되는 취학아동이 방과후에 어린이집을 일일 4시간 이상 이용하는 경우 지원합니다.,"


차상위 이하(법정 저소득층 포함) 기준에 해당하면 지원합니다.

생계의료주거교육해산장제자활급여 수급권자
한부모 가정
아동복지시설에서 생활 중인 아동
여성폭력피해자 보호시설(가정폭력, 성폭력), 성매매피해자 지원시설에 입소한 여성의 동반 자녀
모부자(일시)보호시설 등에 거주하는 아동
모부자(일시)보호시설 등에 입소한 자의 동반 자녀 등
미혼모자 공동생활 가정에 입소한 자의 동반 자녀
차상위계층의 자녀


법정 저소득층 또는 차상위 자격이 없는 경우,「사회복지서비스 및 급여신청서」 양식으로 위의 서비스(급여)와 영유아보육을 동시에 신청하여 자격확인 후 지원 여부를 결정합니다(신청일 기준으로 보장결정).




","일반 아동의 경우, 월 10만 원을 지원합니다.

일일 4시간 미만 이용 시에는 지원하지 않음


장애 아동의 경우, 교사 대 아동 비율을 1:3으로 반을 편성하고, 방과후 및 장애아보육 보수교육과정을 이수한 교사를 별도 배치하여 보육 시 장애아 보육료의 50%인 239,000원을 지원합니다(6개월 이내에 방과후 및 장애아 보수교육과정을 이수할 것을 전제로 교사를 배치한 경우에는 별도 교사를 배치한 것으로 간주).

교사 대 아동 비율(1:3)을 준수하지 않거나, 방과후 및 장애아보육 보수교육과정을 이수한 교사를 배치하지 않은 경우, 정부지원시설은 월 10만원, 정부미지원시설은 시/도지사가 정한 만 5세아 보육료 수납한도액의 50%를 지원


방학기간 종일제 보육을 실시한 경우, 월 20만원을 이용일자에 따라 일할 계산하여 지원합니다.
예시: 10일 이용 시, 정부지원단가  10 /26(보육가능일수) 지급

장애아동은 장애아 보육료를 100% 지원하고,이용일자에 따라 일할 계산하여 지원","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부,,보건복지부,http://www.mohw.go.kr,9,12,5,청소년
WLF00001141,지역사회 청소년통합지원체계(청소년안전망),여성가족부 청소년자립지원과,만 9~24세의 청소년에게 지원합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","지역사회 청소년통합지원체계(청소년안전망)를 구축운영하고 있는 전국 청소년상담복지센터에서 서비스를 제공합니다.
청소년에 대한 상담, 긴급구조, 보호, 의료지원, 학업지원, 자립지원 등의 서비스 제공 및 상담복지 사례를 관리합니다.
전화(지역번호+1388), 휴대전화 문자상담(#1388), 사이버 채팅상담(www.cyber1388.kr)을 통해 유무선 상담을 지원합니다.
위기 청소년의 삶의 현장인 학교나 가정을 찾아가 심리적정서적으로 안정을 찾을 수 있도록 찾아가는 전문가(청소년동반자)가 상담 서비스를 제공합니다.
학교밖 청소년 지원센터(학업중단 청소년 자립 및 학습지원) 등 지역사회 청소년 연계기관과의 원활한 연계를 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",여성가족부 청소년자립지원과,02-2100-6275,여성가족부 청소년자립지원과,,9,12,5,"청소년, 아동, 청년"
WLF00001145,매체활용능력증진및역기능해소(청소년인터넷·스마트폰과의존치료비지원),여성가족부 청소년보호환경과,"인터넷스마트폰 이용습관 진단 전수조사 결과 과의존위험군으로 진단 받은 만 19세 미만 청소년이 지원대상입니다.
기준 중위소득 50% 이하, 한부모가정, 소년소녀가장 등 취약계층 가정의 청소년을 우선 지원합니다.","


취약계층 청소년의 경우, CYS-Net 실행위원회 또는 사례판정위원회에서 지원대상을 결정합니다.




","인터넷스마트폰 중독 예방 및 상담치료를 지원합니다.

개별상담이나 집단상담, 전화상담, 사이버상담 등 지원
기숙형 치유캠프, 가족치유캠프, 가족관계 증진 프로그램 운영
인터넷(게임) 중독 예방 및 해소 프로그램 개발


인터넷스마트폰 과의존 상담전문인력을 양성하고, 전문교재를 개발할 수 있도록 지원합니다.
인터넷ㆍ스마트폰 중독 고위험군 청소년의 치료비를 지원합니다.

일반 청소년은 최대 40만원, 저소득층이나 취약계층의 청소년은 최대 60만원 지원","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",헬프콜 청소년전화,1388,헬프콜 청소년전화,,9,12,5,"아동, 청소년"
WLF00001146,쉼터퇴소청소년 자립지원수당 지급,여성가족부 청소년자립지원과,청소년쉼터 퇴소자를 지원합니다.,"


청소년쉼터* 퇴소일로부터 3년 이내인 자로서 다음 조건에모두 해당하는 경우지원합니다.
* 청소년복지지원법 제31조 제1호 청소년쉼터(단기 및 중장기 쉼터에 한함)

만 18세 이후 퇴소한 자(21년 1월 이후 퇴소자에 한함)
퇴소일 기준 과거 3년동안 2년 이상 보호를 받은 자(직전 1년은 연속하여 보호받은 경우에 한함)






","월 30만원, 최장 3년을 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’","청소년상담복지센터, 한국청소년상담복지개발원",1388(또는 지역번호 1388),"청소년상담복지센터, 한국청소년상담복지개발원",한국청소년상담복지개발원(www.kyci.or.kr),9,12,5,"청소년, 청년"
WLF00001147,그 밖의 연장형 보육료 등 지원,보건복지부 보육기반과,"지원대상 및 선정기준


그 밖의 연장형 보육료는 만 0~2세 종일반 보육료(기본보육시간 보육료 지원아동은 휴일보육료만 지원가능), 만 3~5세 누리과정 보육료, 다문화 보육료 및 장애아 보육료(취학전) 지원 아동을 지원합니다.

만 12세 이하 취학아동 중 법정 저소득층과 장애아동(복지카드 소지자)*에 대해서는 야간연장 보육료에 한해 지원 가능
복지카드 미소지자인 취학 장애아동은 특수교육대상자 진단평가 통지서 제출시 만 8세까지 지원


야간12시간 보육료, 24시간 보육료는 24시간 지정 어린이집을 이용하는 경우에만 지원합니다.
원장 겸 교사의 자녀는 그 밖의 연장형 보육료 지원대상에서 제외됩니다.
야간12시간 보육료는 주간에 어린이집을 이용하지 않는 아동이 야간에 이용하는 경우에만 지원을 받을 수 있으며 취학아동은 지원이 불가합니다.
24시간 보육료는 부모가 야간에 경제활동에 종사하는 가정, 한부모 또는 조손가정 등의 아동으로 주간 보육도 이용하고 야간보육이 불가피하다고 판단되는 아동을 지원합니다.","



그 밖의 연장형 보육료는 만 0~2세 종일반 보육료(기본보육시간 보육료 지원아동은 휴일보육료만 지원가능), 만 3~5세 누리과정 보육료, 다문화 보육료 및 장애아 보육료(취학전) 지원 아동을 지원합니다.

만 12세 이하 취학아동 중 법정 저소득층과 장애아동(복지카드 소지자)*에 대해서는 야간연장 보육료에 한해 지원 가능
복지카드 미소지자인 취학 장애아동은 특수교육대상자 진단평가 통지서 제출시 만 8세까지 지원


야간12시간 보육료, 24시간 보육료는 24시간 지정 어린이집을 이용하는 경우에만 지원합니다.
원장 겸 교사의 자녀는 그 밖의 연장형 보육료 지원대상에서 제외됩니다.
야간12시간 보육료는 주간에 어린이집을 이용하지 않는 아동이 야간에 이용하는 경우에만 지원을 받을 수 있으며 취학아동은 지원이 불가합니다.
24시간 보육료는 부모가 야간에 경제활동에 종사하는 가정, 한부모 또는 조손가정 등의 아동으로 주간 보육도 이용하고 야간보육이 불가피하다고 판단되는 아동을 지원합니다.




","야간연장 보육료는 다음과 같이 지원합니다.

지원 단가는 연령에 관계없이 동일
- 일반 아동: 시간당 3,200원
- 장애 아동: 시간당 4,200원
지원한도는 월 60시간이며 아침, 저녁급식비는 기타필요경비 지침에 따라 수납 가능
이용가능시간은 평일은 19:30~24:00, 토요일 15:30~24:00
※ 주간 어린이집 이용아동이 07:30분 이전부터 어린이집을 이용하는 경우 야간연장보육료 지원 가능
전자출결시스템을 통해 야간연장보육 이용일의 등하원시각을 시분 단위로 기록하고 야간연장보육 시간은 매일 1시간 단위로 계산
(예시) 19:30~20:30 사이에 하원 시 이용 시간은 1시간, 20:30~21:30분 사이에 하원 시 이용시간은 2시간
※ 야간연장 보육서비스만 이용하는 아동은 정부 지원 불가
※ 유치원에서 야간연장보육을 이용하기 위해 19:30 이전에 야간연장어린이집으로 등원 시 19:30까지의 이용시간에 대해 전액 부모의 자부담으로 이용료 수납 가능하며 19:30 이후에 대해서는 야간연장보육료 지원 가능


야간12시간 보육료는 다음과 같이 지원합니다.

2010년 3월부터 24시간 지정 어린이집에서만 야간12시간 보육이 가능하고 야간12시간 보육료 지원이 가능
※ 지원 단가는 만 0~5세 보육료 단가표 참조
주간에 어린이집을 이용하지 않는 아동이 야간에 이용하는 경우에만 야간12시간보육료 지원 가능(취학아동은 지원 불가)
이용가능시간은 19:30~다음날 07:30


24시간 보육료는 다음과 같이 지원합니다.

2010년 3월부터 24시간 지정 어린이집에서만 24시간 보육이 가능하며, 24시간 보육료를 지원
※ 지원 단가는 만 0~5세 보육료 단가표를 참조
부모가 야간에 경제활동에 종사하는 가정, 한부모 또는 조손가정 등의 아동으로 주간 보육도 이용하고 야간보육이 불가피하다고 판단되는 아동에 대해 24시간 보육료를 지원
이용가능시간은 07:30~다음 날 07:30
- 주간보육(07:30~19:30)과 야간12시간보육(19:30~다음 날 07:30) 동시 이용


휴일(토요일 제외) 보육료는 다음과 같이 지원합니다

기준단가: 정부지원 일 보육료*  150% 지원
* 일 보육료: 정부지원단가  휴일보육일수/26일(보육가능일수)
(예시) 2일 이용한 만3세아의 보육료 지원
 지원액: 260,000원* 2/26(일)*150% = 30,000원(원단위 절삭)
* 휴일어린이집으로 지정된 경우에는 일 보육료100%지원
기준시간: 일요일, 공휴일 07:30~19:30","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",아이사랑보육포털,1661-9361,아이사랑보육포털,http://www.childcare.go.kr,9,12,5,영유아
WLF00001148,근로·자녀장려금,소득세제과,"전년도 6월 1일 현재 가구원 모두가 소유하고 있는 재산 합계액이 2억원 미만이면 신청 가능합니다.(가구원은신청자, 배우자, 부양자녀, 동일주소에서 생계를 같이하는 직계존비속 등 포함)","
 

근로장려금은 아래의 요건을 갖추어야 합니다. 

소득요건 : 전년도 부부합산 연간 총소득이 기준금액 미만일 것
 (단독가구: 2,000만원 / 홑벌이가구: 3,000만원 / 맞벌이가구: 3,600만원 미만) ※ 홑벌이가구: 배우자의 총 급여액 등이 300만원 미만이거나연소득 1백만원 이하의 부양자녀(18세 미만) 또는 부양부모(70세 이상 부또는 모)가 있는 가구
재산요건 : 전년도 6월 1일 현재 가구원 소유 주택, 토지, 건물, 전세보증금, 예금 등 재산합계액 2억원 미만일 것

자녀장려금은 18세 미만의 부양자녀가 있는 경우로서 아래의 요건을 갖추어야 합니다. 

소득요건 : 홑벌이가구, 맞벌이 가구 4,000만원 미만
재산요건 : 전년도(6.1.) 가구원 소유 주택,토지,건물 등 재산합계액 2억원 미만

공통으로 아래의 요건을 갖추어야 합니다. 

전년도 12월 31일대한민국 국적을 가진 자(외국인 중에 대한민국 국적을 가진 자와 혼인한 자, 대한민국 국적 부양자녀가 있는 자)일 것
전년도 중 다른 거주자의 부양자녀가 아닐 것
거주자(배우자 포함)가 전문직 사업을 영위하고 있는 자가 아닐 것


","부부의 총급여액 등을 합산한 금액을 기준으로 하여 근로장려금과 자녀장려금을 차등 지원합니다.
근로장려금은 다음과 같이 지원합니다. 

 
 
 



구분
지원내용
 




단독가구(총급여액 등 400만원 미만)

총급여액 등 x 400분의 150



단독가구(총급여액 등 400만원~900만원 미만)

150만원 정액



단독가구(총급여액 등 900만원~2,000만원 미만)

150만원 - (총급여액 등 - 900만원) x 1,100분의 150



홑벌이 가구(총급여액 등 700만원 미만)

총급여액 등 x 700분의 260



홑벌이 가구(총급여액 등 700만원~1,400만원 미만)

260만원 정액



홑벌이 가구(총급여액 등 1,400만원~3,000만원 미만)

260만원 - (총급여액 등 - 1,400만원) x 1,600분의 260



맞벌이 가구(총급여액 등 800만원 미만)

총급여액 등 x 800분의 300



맞벌이 가구(총급여액 등 800만원~1,700만원 미만)

300만원 정액



맞벌이 가구(총급여액 등 1,700만원~3,600만원 미만)

300만원 - (총급여액 등 - 1,700만원) x 1,900분의 300



 

자녀장려금은 다음과 같이 지원합니다. 

 
 
 



구분
지원내용
 




홑벌이 가구(총급여액 등 2,100만원 미만)

부양자녀의 수 x 70만원



홑벌이 가구(총급여액 등 2,100만원~4,000만원 미만)

부양자녀의 수 x [70만원 - (총급여액 등 - 2,100만원) x 1,900분의 20]



맞벌이 가구(총급여액 등 2,500만원 미만)

부양자녀의 수 x 70만원



맞벌이 가구(총급여액 등 2,500만원~4,000만원 미만)

부양자녀의 수 x [70만원 - (총급여액 등 - 2,500만원) x 1,500분의 20]","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",국세청 근로장려세제,126,국세청 근로장려세제,http://www.hometax.go.kr/,9,12,5,"청년, 노년, 중장년"
